Llave.Casilla,NOMBRE_ESTADO.x,iD_ESTADO.x,ID_DISTRITO.x,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,Ausentismo2,Porcentaje_Sustituciones,porc_Rechazos,porc_NE,porc_Aptos,Casillas_x_CAE_escaladas,A1,B1,C1,Federal1,Concurrente1,Rural1,Urbana1,Mixta1,porc_m_mesas,porc_h_mesas,porc_sin_e_mesas,porc_prim_mesas,porc_sec_mesas,porc_bach_mesas,porc_lic_mesas,porc_esp_mesas,edad_min_escalada_X_edo,edad_max_escalada_X_edo,edad_promedio_escalada_X_edo,edad_rango_escalada_X_edo,ciudadanos_antemesas_escalada_X_edo,edad_min_escalada_Nacional,edad_max_escalada_Nacional,edad_promedio_escalada_Nacional,edad_rango_escalada_Nacional,ciudadanos_antemesas_escalada_Nacional
9-DISTRITO FEDERAL-1-827-C1,DISTRITO FEDERAL,9,1,827,1,C,0,1,0.222222222,0.235576923,0.610576923,0.235576923,0.714285714,0,1,0,0,1,0,1,0,0.666666667,0.333333333,0,0.111111111,0.333333333,0.222222222,0.333333333,0,0.44,0.769230769,0.689655172,0.655172414,1,0.4,0.769230769,0.625,0.655172414,1
9-DISTRITO FEDERAL-1-827-C2,DISTRITO FEDERAL,9,1,827,2,C,0,1,0.222222222,0.235576923,0.610576923,0.235576923,0.714285714,0,1,0,0,1,0,1,0,0.777777778,0.222222222,0,0.111111111,0.333333333,0.333333333,0.222222222,0,0.44,0.653846154,0.603448276,0.5,1,0.4,0.653846154,0.546875,0.5,1
9-DISTRITO FEDERAL-1-827-C3,DISTRITO FEDERAL,9,1,827,3,C,0,1,0.111111111,0.235576923,0.610576923,0.235576923,0.714285714,0,0,1,0,1,0,1,0,0.777777778,0.222222222,0,0.111111111,0.555555556,0.111111111,0.222222222,0,0.36,0.743589744,0.551724138,0.689655172,1,0.327272727,0.743589744,0.5,0.689655172,1
9-DISTRITO FEDERAL-1-827-C4,DISTRITO FEDERAL,9,1,827,4,C,0,1,0,0.235576923,0.610576923,0.235576923,0.714285714,0,0,1,0,1,0,1,0,0.555555556,0.444444444,0,0.111111111,0.555555556,0.222222222,0.111111111,0,0.44,0.602564103,0.534482759,0.431034483,1,0.4,0.602564103,0.484375,0.431034483,1
9-DISTRITO FEDERAL-1-828-B,DISTRITO FEDERAL,9,1,828,1,B,0,0,0.444444444,0.162561576,0.374384236,0.236453202,0.857142857,0,0,1,0,1,0,1,0,0.777777778,0.222222222,0,0,0.555555556,0.222222222,0.222222222,0,0.42,0.538461538,0.586206897,0.362068966,1,0.381818182,0.538461538,0.53125,0.362068966,1
9-DISTRITO FEDERAL-1-828-C1,DISTRITO FEDERAL,9,1,828,1,C,0,1,0.555555556,0.162561576,0.374384236,0.236453202,0.857142857,0,0,1,0,1,0,1,0,0.888888889,0.111111111,0,0.333333333,0.222222222,0.333333333,0.111111111,0,0.38,0.717948718,0.551724138,0.637931034,1,0.345454545,0.717948718,0.5,0.637931034,1
9-DISTRITO FEDERAL-1-828-C2,DISTRITO FEDERAL,9,1,828,2,C,0,1,1,0.162561576,0.374384236,0.236453202,0.857142857,0,0,1,0,1,0,1,0,0.444444444,0.555555556,0,0.333333333,0.222222222,0.444444444,0,0,0.46,0.743589744,0.637931034,0.603448276,1,0.418181818,0.743589744,0.578125,0.603448276,1
9-DISTRITO FEDERAL-1-829-B,DISTRITO FEDERAL,9,1,829,1,B,0,0,0.666666667,0.17679558,0.375690608,0.187845304,0.857142857,0,0,1,0,1,0,1,0,0.888888889,0.111111111,0,0.222222222,0.222222222,0.444444444,0.111111111,0,0.38,0.641025641,0.637931034,0.534482759,1,0.345454545,0.641025641,0.578125,0.534482759,1
9-DISTRITO FEDERAL-1-829-C1,DISTRITO FEDERAL,9,1,829,1,C,0,1,0,0.17679558,0.375690608,0.187845304,0.857142857,0,0,1,0,1,0,1,0,0.777777778,0.222222222,0,0.333333333,0.111111111,0.444444444,0.111111111,0,0.4,0.576923077,0.655172414,0.431034483,1,0.363636364,0.576923077,0.59375,0.431034483,1
9-DISTRITO FEDERAL-1-830-B,DISTRITO FEDERAL,9,1,830,1,B,0,1,0.444444444,0.212560386,0.52173913,0.212560386,0.857142857,0,1,0,0,1,0,1,0,0.555555556,0.444444444,0,0.333333333,0.333333333,0.222222222,0,0.111111111,0.58,0.782051282,0.775862069,0.551724138,1,0.527272727,0.782051282,0.703125,0.551724138,1
9-DISTRITO FEDERAL-1-830-C1,DISTRITO FEDERAL,9,1,830,1,C,0,0,0.111111111,0.212560386,0.52173913,0.212560386,0.857142857,1,0,0,0,1,0,1,0,0.444444444,0.555555556,0,0.222222222,0.222222222,0.444444444,0.111111111,0,0.46,0.705128205,0.655172414,0.551724138,1,0.418181818,0.705128205,0.59375,0.551724138,1
9-DISTRITO FEDERAL-1-830-C2,DISTRITO FEDERAL,9,1,830,2,C,0,1,0.444444444,0.212560386,0.52173913,0.212560386,0.857142857,0,1,0,0,1,0,1,0,0.444444444,0.555555556,0,0.111111111,0.444444444,0.333333333,0.111111111,0,0.4,0.641025641,0.689655172,0.517241379,1,0.363636364,0.641025641,0.625,0.517241379,1
9-DISTRITO FEDERAL-1-831-B,DISTRITO FEDERAL,9,1,831,1,B,0,1,0.111111111,0.187772926,0.510917031,0.209606987,0.857142857,0,1,0,0,1,0,1,0,0.333333333,0.666666667,0,0,0.333333333,0.222222222,0.444444444,0,0.44,0.666666667,0.672413793,0.517241379,1,0.4,0.666666667,0.609375,0.517241379,1
9-DISTRITO FEDERAL-1-831-C1,DISTRITO FEDERAL,9,1,831,1,C,0,0,0.111111111,0.187772926,0.510917031,0.209606987,0.857142857,0,1,0,0,1,0,1,0,0.777777778,0.222222222,0,0.111111111,0.222222222,0.222222222,0.444444444,0,0.38,0.705128205,0.534482759,0.620689655,1,0.345454545,0.705128205,0.484375,0.620689655,1
9-DISTRITO FEDERAL-1-831-C2,DISTRITO FEDERAL,9,1,831,2,C,0,1,0.444444444,0.187772926,0.510917031,0.209606987,0.857142857,1,0,0,0,1,0,1,0,0.222222222,0.777777778,0,0.111111111,0.111111111,0.333333333,0.444444444,0,0.42,0.769230769,0.637931034,0.672413793,1,0.381818182,0.769230769,0.578125,0.672413793,1
9-DISTRITO FEDERAL-1-832-B,DISTRITO FEDERAL,9,1,832,1,B,0,0,0.222222222,0.216374269,0.432748538,0.18128655,0.857142857,0,1,0,0,1,0,1,0,0.777777778,0.222222222,0,0.111111111,0.222222222,0.444444444,0.222222222,0,0.38,0.602564103,0.517241379,0.482758621,1,0.345454545,0.602564103,0.46875,0.482758621,1
9-DISTRITO FEDERAL-1-832-C1,DISTRITO FEDERAL,9,1,832,1,C,0,1,0.555555556,0.216374269,0.432748538,0.18128655,0.857142857,0,1,0,0,1,0,1,0,0.222222222,0.777777778,0,0.111111111,0.111111111,0.333333333,0.444444444,0,0.4,0.58974359,0.517241379,0.448275862,1,0.363636364,0.58974359,0.46875,0.448275862,1
9-DISTRITO FEDERAL-1-833-B,DISTRITO FEDERAL,9,1,833,1,B,0,1,0.888888889,0.202279202,0.464387464,0.205128205,0.857142857,0,0,1,0,1,0,1,0,0.555555556,0.444444444,0,0,0.222222222,0.666666667,0.111111111,0,0.48,0.717948718,0.620689655,0.551724138,1,0.436363636,0.717948718,0.5625,0.551724138,1
9-DISTRITO FEDERAL-1-833-C1,DISTRITO FEDERAL,9,1,833,1,C,0,0,0.666666667,0.202279202,0.464387464,0.205128205,0.857142857,0,0,1,0,1,0,1,0,0.888888889,0.111111111,0,0,0.444444444,0.444444444,0.111111111,0,0.68,0.820512821,0.793103448,0.517241379,1,0.618181818,0.820512821,0.71875,0.517241379,1
9-DISTRITO FEDERAL-1-833-C2,DISTRITO FEDERAL,9,1,833,2,C,0,0,0.444444444,0.202279202,0.464387464,0.205128205,0.857142857,0,0,1,0,1,0,1,0,0.666666667,0.333333333,0,0,0.444444444,0.444444444,0.111111111,0,0.36,0.692307692,0.568965517,0.620689655,1,0.327272727,0.692307692,0.515625,0.620689655,1
9-DISTRITO FEDERAL-1-833-C3,DISTRITO FEDERAL,9,1,833,3,C,0,1,0.111111111,0.202279202,0.464387464,0.205128205,0.857142857,0,0,1,0,1,0,1,0,0.666666667,0.333333333,0,0.111111111,0.444444444,0.333333333,0.111111111,0,0.6,0.807692308,0.689655172,0.568965517,1,0.545454545,0.807692308,0.625,0.568965517,1
9-DISTRITO FEDERAL-1-834-B,DISTRITO FEDERAL,9,1,834,1,B,0,1,0.111111111,0.133333333,0.456410256,0.287179487,0.714285714,0,1,0,0,1,0,1,0,0.444444444,0.555555556,0,0.111111111,0.333333333,0.333333333,0.222222222,0,0.42,0.679487179,0.620689655,0.551724138,1,0.381818182,0.679487179,0.5625,0.551724138,1
9-DISTRITO FEDERAL-1-834-C1,DISTRITO FEDERAL,9,1,834,1,C,0,1,0.888888889,0.133333333,0.456410256,0.287179487,0.714285714,0,0,1,0,1,0,1,0,0.555555556,0.444444444,0,0.222222222,0.222222222,0.333333333,0.222222222,0,0.38,0.628205128,0.672413793,0.517241379,1,0.345454545,0.628205128,0.609375,0.517241379,1
9-DISTRITO FEDERAL-1-834-C2,DISTRITO FEDERAL,9,1,834,2,C,0,1,0.666666667,0.133333333,0.456410256,0.287179487,0.714285714,0,1,0,0,1,0,1,0,0.555555556,0.444444444,0,0.111111111,0.333333333,0.333333333,0.222222222,0,0.4,0.820512821,0.603448276,0.75862069,1,0.363636364,0.820512821,0.546875,0.75862069,1
9-DISTRITO FEDERAL-1-835-B,DISTRITO FEDERAL,9,1,835,1,B,0,0,0.555555556,0.151658768,0.393364929,0.241706161,0.714285714,1,0,0,0,1,0,1,0,0.888888889,0.111111111,0,0.111111111,0.555555556,0.222222222,0.111111111,0,0.36,0.666666667,0.551724138,0.586206897,1,0.327272727,0.666666667,0.5,0.586206897,1
9-DISTRITO FEDERAL-1-835-C1,DISTRITO FEDERAL,9,1,835,1,C,0,0,0.555555556,0.151658768,0.393364929,0.241706161,0.714285714,0,1,0,0,1,0,1,0,0.666666667,0.333333333,0,0,0.333333333,0.444444444,0.222222222,0,0.4,0.512820513,0.551724138,0.344827586,1,0.363636364,0.512820513,0.5,0.344827586,1
9-DISTRITO FEDERAL-1-835-C2,DISTRITO FEDERAL,9,1,835,2,C,0,0,0.222222222,0.151658768,0.393364929,0.241706161,0.714285714,0,1,0,0,1,0,1,0,0.666666667,0.333333333,0.111111111,0,0.444444444,0.222222222,0.222222222,0,0.42,0.641025641,0.672413793,0.5,1,0.381818182,0.641025641,0.609375,0.5,1
9-DISTRITO FEDERAL-1-836-B,DISTRITO FEDERAL,9,1,836,1,B,0,0,0.444444444,0.272727273,0.512987013,0.233766234,0.857142857,0,0,1,0,1,0,1,0,0.555555556,0.444444444,0,0.111111111,0.111111111,0.222222222,0.555555556,0,0.36,0.871794872,0.637931034,0.862068966,1,0.327272727,0.871794872,0.578125,0.862068966,1
9-DISTRITO FEDERAL-1-836-C1,DISTRITO FEDERAL,9,1,836,1,C,0,0,0.222222222,0.272727273,0.512987013,0.233766234,0.857142857,0,0,1,0,1,0,1,0,0.444444444,0.555555556,0,0.111111111,0.222222222,0.222222222,0.444444444,0,0.36,0.846153846,0.620689655,0.827586207,1,0.327272727,0.846153846,0.5625,0.827586207,1
9-DISTRITO FEDERAL-1-837-B,DISTRITO FEDERAL,9,1,837,1,B,0,0,0.333333333,0.197674419,0.494186047,0.203488372,0.857142857,1,0,0,0,1,0,1,0,0.666666667,0.333333333,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0.44,0.756410256,0.74137931,0.637931034,1,0.4,0.756410256,0.671875,0.637931034,1
9-DISTRITO FEDERAL-1-837-C1,DISTRITO FEDERAL,9,1,837,1,C,0,1,0.666666667,0.197674419,0.494186047,0.203488372,0.857142857,0,1,0,0,1,0,1,0,0.555555556,0.444444444,0,0.222222222,0,0.333333333,0.444444444,0,0.38,0.653846154,0.568965517,0.551724138,1,0.345454545,0.653846154,0.515625,0.551724138,1
9-DISTRITO FEDERAL-1-838-B,DISTRITO FEDERAL,9,1,838,1,B,0,0,0.111111111,0.285714286,0.440993789,0.173913043,0.714285714,0,1,0,0,1,0,1,0,0.666666667,0.333333333,0,0.111111111,0.444444444,0.444444444,0,0,0.42,0.756410256,0.689655172,0.655172414,1,0.381818182,0.756410256,0.625,0.655172414,1
9-DISTRITO FEDERAL-1-838-C1,DISTRITO FEDERAL,9,1,838,1,C,0,0,0.444444444,0.285714286,0.440993789,0.173913043,0.714285714,0,1,0,0,1,0,1,0,0.555555556,0.444444444,0,0.222222222,0.222222222,0.444444444,0.111111111,0,0.4,0.602564103,0.551724138,0.465517241,1,0.363636364,0.602564103,0.5,0.465517241,1
9-DISTRITO FEDERAL-1-839-B,DISTRITO FEDERAL,9,1,839,1,B,0,0,0.222222222,0.158469945,0.43715847,0.213114754,0.857142857,1,0,0,0,1,0,1,0,0.555555556,0.444444444,0,0,0.333333333,0.333333333,0.333333333,0,0.46,0.705128205,0.672413793,0.551724138,1,0.418181818,0.705128205,0.609375,0.551724138,1
9-DISTRITO FEDERAL-1-839-C1,DISTRITO FEDERAL,9,1,839,1,C,0,1,0.222222222,0.158469945,0.43715847,0.213114754,0.857142857,0,1,0,0,1,0,1,0,0.555555556,0.444444444,0,0.111111111,0.444444444,0.111111111,0.333333333,0,0.52,0.692307692,0.655172414,0.482758621,1,0.472727273,0.692307692,0.59375,0.482758621,1
9-DISTRITO FEDERAL-1-840-B,DISTRITO FEDERAL,9,1,840,1,B,0,0,0.111111111,0.180851064,0.553191489,0.207446809,0.714285714,0,0,1,0,1,0,1,0,0.666666667,0.333333333,0,0.111111111,0.222222222,0.444444444,0.222222222,0,0.36,0.512820513,0.465517241,0.379310345,1,0.327272727,0.512820513,0.421875,0.379310345,1
9-DISTRITO FEDERAL-1-840-C1,DISTRITO FEDERAL,9,1,840,1,C,0,0,0.222222222,0.180851064,0.553191489,0.207446809,0.714285714,0,1,0,0,1,0,1,0,0.777777778,0.222222222,0,0.111111111,0.222222222,0.333333333,0.333333333,0,0.38,0.615384615,0.551724138,0.5,1,0.345454545,0.615384615,0.5,0.5,1
9-DISTRITO FEDERAL-1-841-B,DISTRITO FEDERAL,9,1,841,1,B,0,1,1,0.14559387,0.475095785,0.195402299,0.714285714,0,0,1,0,1,0,1,0,0.777777778,0.222222222,0,0.222222222,0.555555556,0.111111111,0.111111111,0,0.4,0.884615385,0.827586207,0.844827586,1,0.363636364,0.884615385,0.75,0.844827586,1
9-DISTRITO FEDERAL-1-841-C1,DISTRITO FEDERAL,9,1,841,1,C,0,0,0.333333333,0.14559387,0.475095785,0.195402299,0.714285714,0,0,1,0,1,0,1,0,0.666666667,0.333333333,0,0.111111111,0.666666667,0.222222222,0,0,0.5,0.820512821,0.620689655,0.672413793,1,0.454545455,0.820512821,0.5625,0.672413793,1
9-DISTRITO FEDERAL-1-841-C2,DISTRITO FEDERAL,9,1,841,2,C,0,1,0.333333333,0.14559387,0.475095785,0.195402299,0.714285714,0,0,1,0,1,0,1,0,0.555555556,0.444444444,0.111111111,0.111111111,0.555555556,0.111111111,0.111111111,0,0.58,0.858974359,0.672413793,0.655172414,1,0.527272727,0.858974359,0.609375,0.655172414,1
9-DISTRITO FEDERAL-1-842-B,DISTRITO FEDERAL,9,1,842,1,B,0,0,0.222222222,0.217105263,0.486842105,0.207236842,0.857142857,0,0,1,0,1,0,1,0,0.555555556,0.444444444,0,0.222222222,0.222222222,0.222222222,0.333333333,0,0.4,0.858974359,0.672413793,0.810344828,1,0.363636364,0.858974359,0.609375,0.810344828,1
9-DISTRITO FEDERAL-1-842-C1,DISTRITO FEDERAL,9,1,842,1,C,0,0,0.333333333,0.217105263,0.486842105,0.207236842,0.857142857,0,1,0,0,1,0,1,0,0.666666667,0.333333333,0,0.333333333,0.111111111,0.222222222,0.333333333,0,0.4,0.794871795,0.706896552,0.724137931,1,0.363636364,0.794871795,0.640625,0.724137931,1
9-DISTRITO FEDERAL-1-842-C2,DISTRITO FEDERAL,9,1,842,2,C,0,1,0.777777778,0.217105263,0.486842105,0.207236842,0.857142857,0,0,1,0,1,0,1,0,0.777777778,0.222222222,0,0,0.444444444,0.333333333,0.222222222,0,0.38,0.705128205,0.534482759,0.620689655,1,0.345454545,0.705128205,0.484375,0.620689655,1
9-DISTRITO FEDERAL-1-843-B,DISTRITO FEDERAL,9,1,843,1,B,0,1,0.555555556,0.142241379,0.474137931,0.24137931,0.857142857,0,0,1,0,1,0,1,0,0.222222222,0.777777778,0,0.111111111,0.333333333,0.333333333,0.222222222,0,0.36,0.615384615,0.482758621,0.517241379,1,0.327272727,0.615384615,0.4375,0.517241379,1
9-DISTRITO FEDERAL-1-843-C1,DISTRITO FEDERAL,9,1,843,1,C,0,0,1.222222222,0.142241379,0.474137931,0.24137931,0.857142857,0,0,1,0,1,0,1,0,0.555555556,0.444444444,0,0.111111111,0.222222222,0.444444444,0.111111111,0.111111111,0.38,0.641025641,0.586206897,0.534482759,1,0.345454545,0.641025641,0.53125,0.534482759,1
9-DISTRITO FEDERAL-1-843-C2,DISTRITO FEDERAL,9,1,843,2,C,0,1,0.555555556,0.142241379,0.474137931,0.24137931,0.857142857,0,0,1,0,1,0,1,0,0.888888889,0.111111111,0,0.111111111,0.444444444,0.222222222,0.222222222,0,0.38,0.602564103,0.517241379,0.482758621,1,0.345454545,0.602564103,0.46875,0.482758621,1
9-DISTRITO FEDERAL-1-844-B,DISTRITO FEDERAL,9,1,844,1,B,0,0,0.222222222,0.276923077,0.497435897,0.220512821,0.714285714,0,1,0,0,1,0,1,0,0.444444444,0.555555556,0,0.111111111,0.111111111,0.444444444,0.222222222,0.111111111,0.4,0.730769231,0.603448276,0.637931034,1,0.363636364,0.730769231,0.546875,0.637931034,1
9-DISTRITO FEDERAL-1-844-C1,DISTRITO FEDERAL,9,1,844,1,C,0,1,0.222222222,0.276923077,0.497435897,0.220512821,0.714285714,1,0,0,0,1,0,1,0,0.333333333,0.666666667,0,0.111111111,0.222222222,0.444444444,0.222222222,0,0.46,0.628205128,0.620689655,0.448275862,1,0.418181818,0.628205128,0.5625,0.448275862,1
9-DISTRITO FEDERAL-1-844-C2,DISTRITO FEDERAL,9,1,844,2,C,0,1,0.333333333,0.276923077,0.497435897,0.220512821,0.714285714,0,1,0,0,1,0,1,0,0.555555556,0.444444444,0,0.111111111,0.222222222,0.444444444,0.222222222,0,0.4,0.782051282,0.586206897,0.706896552,1,0.363636364,0.782051282,0.53125,0.706896552,1
9-DISTRITO FEDERAL-1-845-B,DISTRITO FEDERAL,9,1,845,1,B,0,1,0.333333333,0.190789474,0.5,0.243421053,0.714285714,0,0,1,0,1,0,1,0,0.444444444,0.555555556,0,0.111111111,0.222222222,0.444444444,0.222222222,0,0.4,0.794871795,0.74137931,0.724137931,1,0.363636364,0.794871795,0.671875,0.724137931,1
